-0.9506,2.4911,-0.1748,0.9621,1.122
2.7916,-2.7709,2.8108,-1.1928,-2.1213
2.2414,0.3475,-0.4544,0.4403,2.0255
0.0356,5.6296,3.4928,4.0617,4.1229
2.0316,-0.116,-0.4598,-1.2656,-0.6854
5.5011,4.1751,0.4344,0.0493,-3.616
2.5098,0.2889,3.4417,-1.1712,-2.6858
-0.3666,0.927,-0.8798,-0.1397,-2.0961
3.7549,4.1933,5.7387,2.6673,1.2127
2.073,3.0568,3.0327,2.1116,1.6828
-2.424,2.3983,-3.8753,0.3068,-1.2397
-1.6907,0.0524,-0.2676,-0.8608,-1.3067
2.2831,-0.0236,1.5458,1.3693,2.4041
-3.8533,1.2982,-4.611,2.4676,1.6353
2.2276,6.8975,-0.895,3.8566,4.1345
-1.0311,1.4292,-0.9178,1.2115,-0.5954
4.0235,1.4611,-3.0205,0.9216,2.1759
-1.9995,4.3617,0.9973,1.7322,-1.6335
-0.0097,1.3148,0.1401,-0.2773,-1.9674
-4.5887,-1.2743,-2.7895,-1.4721,-1.8757
-1.6077,0.7634,0.5609,2.3726,0.9034
1.9954,1.5005,3.8648,1.184,0.9236
-0.4754,-2.6047,1.2782,-2.2503,-2.5835
0.9154,-1.322,0.3686,0.8751,4.1039
1.7254,0.0366,2.3389,0.5581,3.1842
1.0692,-1.0513,0.5458,-0.3051,-0.9234
0.0433,-1.5051,0.2498,-2.0507,-1.2335
2.8786,2.2334,2.9746,-0.1051,-0.9915
3.9246,-0.238,2.569,-1.6966,-2.9156
1.7812,-0.7404,2.7324,-1.804,-3.237
-5.2725,4.056,-0.5017,1.7072,-0.0328
-0.7549,4.3664,-0.3245,4.6493,6.0806
3.0596,-2.3708,0.508,0.0054,0.1759
3.3099,-0.2003,1.4775,1.246,2.8413
5.5301,-0.6829,3.0693,2.0477,3.8548
0.1955,7.1883,-0.6324,3.9642,1.3169
1.1042,1.7016,4.2637,2.4741,4.0495
1.4843,-4.322,1.5872,-2.8411,-3.167
-3.8338,-1.5507,-1.2294,-0.5069,-1.9294
0.5211,3.6895,-0.4056,2.9618,4.2603
3.9074,3.3593,3.1327,2.1956,0.4923
-0.6195,-0.5256,1.2589,-1.4966,-2.4291
1.8967,0.2865,2.8785,1.5704,1.6909
2.7469,4.8526,2.3603,1.6699,-1.1516
1.5586,0.2771,0.8403,0.7994,2.8492
1.5199,2.0626,0.3177,2.3119,5.5207
1.8936,-0.6507,1.6295,0.22,-1.1663
3.7987,2.8802,5.0052,0.9188,-1.5699
2.6316,-0.4301,-1.3788,0.1625,-1.0996
3.1817,-0.5328,2.3141,-1.2837,-2.4826
2.5268,-0.9306,0.957,0.4192,1.1707
4.7148,2.2167,3.1197,1.6945,1.7414
1.106,-1.401,-1.7653,0.324,2.6687
0.8983,-3.3015,1.784,-1.4761,0.1527
0.5042,7.5362,-0.4071,3.7105,2.305
-0.4365,5.6061,2.8613,3.6766,3.4635
2.0453,2.6851,3.2438,0.9209,-1.7488
1.5563,-1.5163,-1.5214,0.8795,4.5255
2.0451,-0.3679,3.0836,0.328,0.435
1.7415,5.5096,0.6413,0.9136,-2.6198
-1.3565,0.729,1.2197,1.2231,3.5045
-0.8936,1.7362,0.4876,1.6257,1.7445
0.6444,-3.0731,3.024,-0.4461,2.2524
-0.754,0.5607,0.4799,1.6391,3.3358
3.0441,10.3735,1.3557,6.9551,6.0804
3.0106,1.0304,2.2248,1.5552,4.4211
-1.8401,-3.0967,-1.9074,-1.6748,-1.1748
3.3852,1.6495,1.6748,1.7104,1.9532
1.3727,0.5787,-0.2331,-0.2823,-0.3076
-0.4298,-3.2914,1.9027,-2.3208,-1.9228
4.7503,-2.4895,2.2782,-0.4496,1.6996
-1.3341,4.2646,-0.0859,3.5194,4.1331
2.6748,-0.2271,-0.3586,0.2098,0.8146
2.8777,2.1956,3.5434,1.2409,2.1223
0.2388,4.0963,0.6616,0.79,-2.6664
1.8322,-1.5985,-1.3174,-0.535,-1.2669
4.0279,-2.1328,-1.0222,-0.0265,0.8108
0.41,2.5709,0.819,1.1206,-0.6078
1.9666,2.3086,3.3685,2.0612,2.7516
1.6002,-2.6665,-0.2803,-2.8832,-3.4042
2.1594,-1.4474,2.5384,0.1051,-1.4502
-3.2312,1.8881,-3.6342,2.9702,2.9208
1.6816,-2.9039,2.6698,-0.2051,1.4772
-0.9962,0.338,-0.3195,1.3887,1.1651
1.1023,-1.2228,2.5148,-0.1321,-0.7187
-1.9645,6.4147,-1.7507,4.4613,4.5096
0.8395,-0.9837,0.5129,0.4989,2.5211
2.81,5.0948,1.3657,3.7462,4.6985
0.5607,1.7034,4.4758,1.5133,1.2892
0.7276,3.2959,0.6426,5.0744,7.8911
3.515,0.4044,2.8094,2.1572,3.7316
1.4732,-2.117,-0.9056,-3.1967,-5.423
-1.3586,-7.2554,3.8916,-4.5409,-4.4542
-0.9686,7.7318,-0.4809,6.4138,7.6639
1.1286,3.6788,-0.9455,2.8651,3.1508
-0.214,-2.3294,2.846,-1.9081,-1.4542
-0.7819,-0.5102,-0.4858,-0.1475,0.3912
-1.0077,-1.836,-1.9649,-0.1498,-0.1375
0.8357,-5.6229,1.9724,-2.6861,-3.2403
1.5907,1.3002,-0.2369,1.9872,2.2467
